file_path,Conventions,acquisition_contractor,acquisition_end_date,acquisition_processor,acquisition_start_date,acquisition_vessel_name,acquisition_vessel_type,client,date_created,featureType,geoscience_australia_airborne_survey_project_number,geoscience_australia_source_dataset,geospatial_lat_max,geospatial_lat_min,geospatial_lat_resolution,geospatial_lat_units,geospatial_lon_max,geospatial_lon_min,geospatial_lon_resolution,geospatial_lon_units,geospatial_vertical_max,geospatial_vertical_min,geospatial_vertical_positive,geospatial_vertical_resolution,geospatial_vertical_units,history,keywords,nominal_height_above_ground,nominal_height_above_sealevel,nominal_maximum_line_spacing,nominal_minimum_line_spacing,source,survey_id,title,uuid
/g/data2/uc0/rr2_dev/rcb547/AWAGS_Levelled_Line_Databases/mag_database_reformat_2016_adjusted/netcdf/GSWA_P1260MAG.nc,"CF-1.6,ACDD-1.3",GPX Surveys Pty Ltd,26/11/2013,GPX Surveys Pty Ltd,7/08/2013,VH-IBY Cessna 210L,Plane,GSWA,24/11/2016 15:03,trajectory,1260,GSWA_P1260MAG,-28.987389,-29.514749,point,degree_north,121.514429,119.985544,point,degree_east,201.3999939,24,up,point,m,Converted from Intrepid Database by program intrepid2netcdf.exe,"geophysics, airborne, magnetic, TMI",50 m,0 m,0 m,100 m,Airborne Geophysical Survey,1260,"Menzies North, WA, 2013",52cb7e65-6683-4270-97bc-608cf4e63e90
/g/data2/uc0/rr2_dev/rcb547/AWAGS_Levelled_Line_Databases/mag_database_reformat_2016_adjusted/netcdf/GSWA_P1261MAG.nc,"CF-1.6,ACDD-1.3",Thomson Aviation Pty Ltd,,Thomson Aviation Pty Ltd,5/08/2013,VH-SUX & VH-THS Cessna T210M,Plane,GSWA,24/11/2016 15:03,trajectory,1261,GSWA_P1261MAG,-29.989137,-31.012155,point,degree_north,121.520332,120.488171,point,degree_east,618.710022,20.06999969,up,point,m,Converted from Intrepid Database by program intrepid2netcdf.exe,"geophysics, airborne, magnetic, TMI",50 m,0 m,0 m,100 m,Airborne Geophysical Survey,1261,"Kalgoorlie East, WA, 2013",a9806036-2dcb-4cec-b845-ddb025f9b3a9
/g/data2/uc0/rr2_dev/rcb547/AWAGS_Levelled_Line_Databases/mag_database_reformat_2016_adjusted/netcdf/GSWA_P1262MAG.nc,"CF-1.6,ACDD-1.3",GPX Surveys Pty Ltd,16/03/2014,GPX Surveys Pty Ltd,28/11/2013,VH-IBY Cessna 210L,Plane,GSWA,24/11/2016 15:03,trajectory,1262,GSWA_P1262MAG,-29.487053,-30.015108,point,degree_north,121.515318,119.984734,point,degree_east,168.1000061,28.79999924,up,point,m,Converted from Intrepid Database by program intrepid2netcdf.exe,"geophysics, airborne, magnetic, TMI",50 m,0 m,0 m,100 m,Airborne Geophysical Survey,1262,"Menzies South, WA, 2013",48554aad-8d76-45c1-a15d-71be86ffb57a
/g/data2/uc0/rr2_dev/rcb547/AWAGS_Levelled_Line_Databases/mag_database_reformat_2016_adjusted/netcdf/GSWA_P1263MAG.nc,"CF-1.6,ACDD-1.3",Thomson Aviation Pty Ltd,,Thomson Aviation Pty Ltd,22/10/2013,VH-SUX & VH-THS Cessna T210M,Plane,GSWA,24/11/2016 15:03,trajectory,1263,GSWA_P1263MAG,-29.989137,-30.513361,point,degree_north,123.01221,121.483766,point,degree_east,231.1000061,27.44000053,up,point,m,Converted from Intrepid Database by program intrepid2netcdf.exe,"geophysics, airborne, magnetic, TMI",50 m,0 m,0 m,100 m,Airborne Geophysical Survey,1263,"Kurnalpi North, WA, 2013",054ba631-5474-4f5f-b1a0-54043bd9d201
/g/data2/uc0/rr2_dev/rcb547/AWAGS_Levelled_Line_Databases/mag_database_reformat_2016_adjusted/netcdf/GSWA_P1264MAG.nc,"CF-1.6,ACDD-1.3",UTS Geophysics Pty Ltd,,UTS Geophysics Pty Ltd,27/01/2014,VH-UTQ Cessna 206H & VH-BXG,Plane,GSWA,24/11/2016 15:03,trajectory,1264,GSWA_P1264MAG,-30.484676,-31.016107,point,degree_north,123.012953,121.487109,point,degree_east,761.26,31.46,up,point,m,Converted from Intrepid Database by program intrepid2netcdf.exe,"geophysics, airborne, magnetic, TMI",50 m,0 m,0 m,100 m,Airborne Geophysical Survey,1264,"Kurnalpi South, WA, 2013",d08b3409-12fd-4c8a-a02f-9fcc419b8693
/g/data2/uc0/rr2_dev/rcb547/AWAGS_Levelled_Line_Databases/mag_database_reformat_2016_adjusted/netcdf/MRTASP1194MAG.nc,"CF-1.6,ACDD-1.3",Fugro Airborne Surveys Pty Ltd,20/04/2011,Fugro Airborne Surveys Pty Ltd,25/02/2011,VH-FNV,Plane,"Dept of Infrastructure, Energy & Resources Tasmania",24/11/2016 15:04,trajectory,1194,MRTASP1194MAG,-40.65743851,-43.92409696,point,degree_north,149.0771104,147.9417434,point,degree_east,852.72,45.45,up,point,m,Converted from Intrepid Database by program intrepid2netcdf.exe,"geophysics, airborne, magnetic, TMI",0 m,90 m,0 m,800 m,Airborne Geophysical Survey,1194,"Offshore East Tasmania, Tas, 2011",e0d4f64b-e883-40df-a6fe-9b3eab7a3b12
/g/data2/uc0/rr2_dev/rcb547/AWAGS_Levelled_Line_Databases/mag_database_reformat_2016_adjusted/netcdf/P1258_MAG.nc,"CF-1.6,ACDD-1.3",Thomson Aviation Pty Ltd,7/11/2013,Thomson Aviation Pty Ltd,4/08/2013,Piper Navajo VH-ETW & VH-MYG,Plane,Geoscience Australia,24/11/2016 15:04,trajectory,1258,P1258_MAG,-12.519823,-16.503209,point,degree_north,124.522222,119.89507,point,degree_east,115.1299973,30.71999931,up,point,m,Converted from Intrepid Database by program intrepid2netcdf.exe,"geophysics, airborne, magnetic, TMI",0 m,80 m,0 m,800 m,Airborne Geophysical Survey,1258,"Browse Basin Airborne Magnetic Survey, WA, 2013 (Offshore)",df4f9b55-ba63-49ea-898b-f03b2c672506
/g/data2/uc0/rr2_dev/rcb547/AWAGS_Levelled_Line_Databases/mag_database_reformat_adjusted/netcdf/GSNSW_P1027MAG.nc,"CF-1.6,ACDD-1.3",Fugro Airborne Surveys Pty Ltd,31/07/2003,Fugro Airborne Surveys Pty Ltd,1/01/2003,,Plane,Geological Survey of NSW,24/11/2016 19:11,trajectory,1027,GSNSW_P1027MAG,-32.79904063,-36.14365995,point,degree_north,145.5302497,143.0639148,point,degree_east,197.0200043,23.55999947,up,point,m,Converted from Intrepid Database by program intrepid2netcdf.exe,"geophysics, airborne, magnetic, TMI",60 m,0 m,0 m,400 m,Airborne Geophysical Survey,1027,"Murray - Riverina, NSW, 2003 (Area Y)",4241a8e3-f5b1-4fa0-af1a-16e396943148
/g/data2/uc0/rr2_dev/rcb547/AWAGS_Levelled_Line_Databases/mag_database_reformat_adjusted/netcdf/GSNSW_P1028MAG.nc,"CF-1.6,ACDD-1.3",Fugro Airborne Surveys Pty Ltd,30/06/2002,Fugro Airborne Surveys Pty Ltd,1/04/2002,VH-MOK Cessna 210,Plane,Geological Survey of NSW,24/11/2016 19:11,trajectory,1028,GSNSW_P1028MAG,-34.22538603,-36.07478471,point,degree_north,146.5056068,144.9660022,point,degree_east,3.03E+35,-2.234619141,up,point,m,Converted from Intrepid Database by program intrepid2netcdf.exe,"geophysics, airborne, magnetic, TMI",80 m,0 m,0 m,400 m,Airborne Geophysical Survey,1028,"Oaklands Basin, NSW, 2002 (Area W)",5001c189-ceca-4542-bcb9-a688be3e8108
/g/data2/uc0/rr2_dev/rcb547/AWAGS_Levelled_Line_Databases/mag_database_reformat_adjusted/netcdf/GSNSW_P1037MAG.nc,"CF-1.6,ACDD-1.3",Tesla Geophysics,30/11/2001,Tesla Geophysics,1/10/2001,Cessna 210 VH-MOK,Plane,NSW Dept of Mineral Resources,24/11/2016 19:11,trajectory,1037,GSNSW_P1037MAG,-28.51303898,-29.44528904,point,degree_north,150.8187869,148.9342345,point,degree_east,173.2299957,49.72999954,up,point,m,Converted from Intrepid Database by program intrepid2netcdf.exe,"geophysics, airborne, magnetic, TMI",80 m,0 m,0 m,400 m,Airborne Geophysical Survey,1037,"NSW DMR, Discovery 2000, Area V, Northern Moree, NSW",c160e63a-1396-47f1-bc4e-4f96744e5a97
/g/data2/uc0/rr2_dev/rcb547/AWAGS_Levelled_Line_Databases/mag_database_reformat_adjusted/netcdf/GSNSW_P1038MAG.nc,"CF-1.6,ACDD-1.3",Fugro Airborne Surveys Pty Ltd,31/10/2002,Fugro Airborne Surveys Pty Ltd,1/05/2002,"Cresco 750, VH-KPY",Plane,NSW Dept of Mineral Resources,24/11/2016 19:11,trajectory,1038,GSNSW_P1038MAG,-29.26771301,-30.11365557,point,degree_north,151.7679216,150.7734403,point,degree_east,344.2000122,31.89999962,up,point,m,Converted from Intrepid Database by program intrepid2netcdf.exe,"geophysics, airborne, magnetic, TMI",60 m,0 m,0 m,250 m,Airborne Geophysical Survey,1038,"NSW DMR, Discovery 2000, Area X, Inverell, NSW",2e58d584-2b26-4811-8b7e-05dc91e163c3
/g/data2/uc0/rr2_dev/rcb547/AWAGS_Levelled_Line_Databases/mag_database_reformat_adjusted/netcdf/GSNSW_P1104MAG.nc,"CF-1.6,ACDD-1.3",Fugro Airborne Surveys Pty Ltd,1/06/2005,Fugro Airborne Surveys Pty Ltd,31/03/2005,VH-KAC Rockwell Aerocommander,Plane,Geological Survey of NSW,24/11/2016 19:11,trajectory,1104,GSNSW_P1104MAG,-31.9858551,-33.01966477,point,degree_north,144.5198822,143.4817047,point,degree_east,160.7200012,30.05999947,up,point,m,Converted from Intrepid Database by program intrepid2netcdf.exe,"geophysics, airborne, magnetic, TMI",60 m,0 m,0 m,400 m,Airborne Geophysical Survey,1104,"Southern Darling Basin Airborne Survey, NSW, 2005",0c3daeba-4ff0-4523-b488-685d7690659b
/g/data2/uc0/rr2_dev/rcb547/AWAGS_Levelled_Line_Databases/mag_database_reformat_adjusted/netcdf/GSNSW_P1105MAG.nc,"CF-1.6,ACDD-1.3",Fugro Airborne Surveys Pty Ltd,31/08/2005,Fugro Airborne Surveys Pty Ltd,1/04/2005,"Aerocommander 500S, VH-KAV",Plane,New South Wales Department of Primary Industries,24/11/2016 19:11,trajectory,1105,GSNSW_P1105MAG,-32.4900289,-34.78688257,point,degree_north,143.698386,140.9832547,point,degree_east,372.9500122,17.13999939,up,point,m,Converted from Intrepid Database by program intrepid2netcdf.exe,"geophysics, airborne, magnetic, TMI",60 m,0 m,0 m,400 m,Airborne Geophysical Survey,1105,"Murray Basin Airborne Survey, NSW, 2005",52009009-88fa-4674-ba4a-7dfce44315c2
/g/data2/uc0/rr2_dev/rcb547/AWAGS_Levelled_Line_Databases/mag_database_reformat_adjusted/netcdf/GSNSW_P1106MAG.nc,"CF-1.6,ACDD-1.3",Fugro Airborne Surveys Pty Ltd,31/12/2005,Fugro Airborne Surveys Pty Ltd,1/08/2005,"Cessna 210R, VH-MOK",Plane,NSW Dept of Primary Industries,24/11/2016 19:11,trajectory,1106,GSNSW_P1106MAG,-28.98884964,-31.00473213,point,degree_north,145.5090332,142.4871063,point,degree_east,178.2700043,33.97000122,up,point,m,Converted from Intrepid Database by program intrepid2netcdf.exe,"geophysics, airborne, magnetic, TMI",60 m,0 m,400 m,250 m,Airborne Geophysical Survey,1106,"Eromanga - Thomson Airborne Survey, NSW, 2005",91174434-56ce-456d-9653-f7c284474018
/g/data2/uc0/rr2_dev/rcb547/AWAGS_Levelled_Line_Databases/mag_database_reformat_adjusted/netcdf/GSNSW_P1218MAG.nc,"CF-1.6,ACDD-1.3",Fugro Airborne Surveys Pty Ltd,9/09/2010,Fugro Airborne Surveys Pty Ltd,4/03/2010,VH-KPY Cresco PAC 750,Plane,GSNSW,24/11/2016 19:11,trajectory,1218,GSNSW_P1218MAG,-34.99098377,-37.5306193,point,degree_north,150.1800183,148.4881382,point,degree_east,1354.109985,19.92000008,up,point,m,Converted from Intrepid Database by program intrepid2netcdf.exe,"geophysics, airborne, magnetic, TMI",60 m,0 m,500 m,250 m,Airborne Geophysical Survey,1218,"Southeast Lachlan, NSW, 2010",08313dff-2ab2-486d-a331-5563ed3292d5
/g/data2/uc0/rr2_dev/rcb547/AWAGS_Levelled_Line_Databases/mag_database_reformat_adjusted/netcdf/GSNSW_P1252MAG.nc,"CF-1.6,ACDD-1.3",GPX Surveys Pty Ltd,6/11/2011,GPX Surveys Pty Ltd,16/06/2011,VH-OZO Cessna 404,Plane,GSNSW,24/11/2016 19:11,trajectory,1252,GSNSW_P1252MAG,-28.142135,-29.43456,point,degree_north,153.655791,150.764962,point,degree_east,1003.700012,21.5,up,point,m,Converted from Intrepid Database by program intrepid2netcdf.exe,"geophysics, airborne, magnetic, TMI",60 m,0 m,0 m,250 m,Airborne Geophysical Survey,1252,"Grafton - Tenterfield, NSW, 2011",4d7b6815-253b-44ab-9730-a852404113b5
/g/data2/uc0/rr2_dev/rcb547/AWAGS_Levelled_Line_Databases/mag_database_reformat_adjusted/netcdf/GSNSW_P1253MAG.nc,"CF-1.6,ACDD-1.3",Fugro Airborne Surveys Pty Ltd,1/09/2010,Fugro Airborne Surveys Pty Ltd,20/08/2010,VH-KPY Cresco PAC 750,Plane,GSNSW,24/11/2016 19:11,trajectory,1253,GSNSW_P1253MAG,-34.9182112,-35.0463837,point,degree_north,149.1158012,148.9816534,point,degree_east,194.25,32.75999832,up,point,m,Converted from Intrepid Database by program intrepid2netcdf.exe,"geophysics, airborne, magnetic, TMI",60 m,0 m,0 m,125 m,Airborne Geophysical Survey,1253,"Murrumbateman, NSW, 2010 Detailed Airborne Survey",6ded24ab-0d07-40f8-a940-e34f3d03fe79
/g/data2/uc0/rr2_dev/rcb547/AWAGS_Levelled_Line_Databases/mag_database_reformat_adjusted/netcdf/GSNSW_P500MAG.nc,"CF-1.6,ACDD-1.3",Geometrics International Corp.,30/04/1982,Geometrics International Corp.,1/02/1982,,Plane,Geological Survey of NSW,24/11/2016 19:11,trajectory,500,GSNSW_P500MAG,-28.97791146,-30.02493945,point,degree_north,153.4860486,149.9794467,point,degree_east,,,,,,Converted from Intrepid Database by program intrepid2netcdf.exe,"geophysics, airborne, magnetic, TMI",150 m,1150 m,0 m,1500 m,Airborne Geophysical Survey,500,"NSW Geol  Survey, (Inverell, Grafton, Maclean), 1984",99264042-6d63-42c4-b285-1b94825bff90
/g/data2/uc0/rr2_dev/rcb547/AWAGS_Levelled_Line_Databases/mag_database_reformat_adjusted/netcdf/GSNSW_P525MAG.nc,"CF-1.6,ACDD-1.3",Austirex International Ltd,10/03/1984,Austirex International Ltd,29/02/1984,,Plane,NSW Dept of Mineral Resources,24/11/2016 19:11,trajectory,525,GSNSW_P525MAG,-33.94444272,-35.05652332,point,degree_north,151.2640663,149.923898,point,degree_east,510.2000122,24.39999962,up,point,m,Converted from Intrepid Database by program intrepid2netcdf.exe,"geophysics, airborne, magnetic, TMI",150 m,300 m,0 m,1500 m,Airborne Geophysical Survey,525,"Wollongong,NSWGS,1984",30f90648-9406-48bf-bb9b-0edad6a693dd
/g/data2/uc0/rr2_dev/rcb547/AWAGS_Levelled_Line_Databases/mag_database_reformat_adjusted/netcdf/GSNSW_P526MAG.nc,"CF-1.6,ACDD-1.3",Austirex International Ltd,14/04/1984,Austirex International Ltd,15/03/1984,,Plane,Geological Survey of NSW,24/11/2016 19:11,trajectory,526,GSNSW_P526MAG,-31.93425322,-33.0842798,point,degree_north,152.5972435,149.9406139,point,degree_east,509.2999878,24.89999962,up,point,m,Converted from Intrepid Database by program intrepid2netcdf.exe,"geophysics, airborne, magnetic, TMI",150 m,600 m,0 m,1500 m,Airborne Geophysical Survey,526,"Newcastle, Singleton NSWGS, NSW, 1984",920f14e5-d3a0-4cb3-a0ce-3fb7222fbc72
/g/data2/uc0/rr2_dev/rcb547/AWAGS_Levelled_Line_Databases/mag_database_reformat_adjusted/netcdf/GSNSW_P576MAG.nc,"CF-1.6,ACDD-1.3",Austirex International Ltd,1/08/1989,Austirex International Ltd,1/06/1989,VH-FGS Shrike Commander 500S,Plane,NSW Dept of Mineral Resources,24/11/2016 19:11,trajectory,576,GSNSW_P576MAG,-32.89856693,-34.18450459,point,degree_north,152.5394011,149.9034423,point,degree_east,,,,,,Converted from Intrepid Database by program intrepid2netcdf.exe,"geophysics, airborne, magnetic, TMI",150 m,500 m,0 m,1500 m,Airborne Geophysical Survey,576,"Sydney, NSW, 1990",38fb5f71-4560-44c4-9fa5-b38089f50050
/g/data2/uc0/rr2_dev/rcb547/AWAGS_Levelled_Line_Databases/mag_database_reformat_adjusted/netcdf/GSNSW_P578MAG.nc,"CF-1.6,ACDD-1.3",Geoterrex,3/07/1991,Geoterrex,18/01/1991,VH-PWO Shrike Aero Commander,Plane,NSWDMR / AGSO,24/11/2016 19:11,trajectory,578,GSNSW_P578MAG,-32.99202187,-34.00506766,point,degree_north,150.0110142,148.498299,point,degree_east,,,,,,Converted from Intrepid Database by program intrepid2netcdf.exe,"geophysics, airborne, magnetic, TMI",80 m,580 m,0 m,250 m,Airborne Geophysical Survey,578,Bathurst NSW 1991,7cfb3e91-717e-4f7b-bc07-b387207ba09a
/g/data2/uc0/rr2_dev/rcb547/AWAGS_Levelled_Line_Databases/mag_database_reformat_adjusted/netcdf/GSNSW_P730MAG.nc,"CF-1.6,ACDD-1.3",Austirex International Ltd,1/07/1995,Austirex International Ltd,1/05/1995,VH-FZP Nomad N22B,Plane,NSW Dept of Mineral Resources,24/11/2016 19:11,trajectory,730,GSNSW_P730MAG,-29.99112455,-32.25925458,point,degree_north,143.0066062,141.7460177,point,degree_east,185.3000031,20.5,up,point,m,Converted from Intrepid Database by program intrepid2netcdf.exe,"geophysics, airborne, magnetic, TMI",80 m,0 m,0 m,400 m,Airborne Geophysical Survey,730,"NSW DMR, Discovery 2000, 1994-95, AREA A3, Bancannia Trough",74203901-87e5-41c2-95f5-129b93a0d6a0
/g/data2/uc0/rr2_dev/rcb547/AWAGS_Levelled_Line_Databases/mag_database_reformat_adjusted/netcdf/GSNSW_P731MAG.nc,"CF-1.6,ACDD-1.3",Austirex,1/07/1995,Austirex,1/05/1995,VH-FZP Nomad N22B,Plane,NSW Dept of Mineral Resources,24/11/2016 19:11,trajectory,731,GSNSW_P731MAG,-29.99112455,-32.25925458,point,degree_north,143.0067,141.7460407,point,degree_east,256.2000122,20.5,up,point,m,Converted from Intrepid Database by program intrepid2netcdf.exe,"geophysics, airborne, magnetic, TMI",60 m,0 m,0 m,250 m,Airborne Geophysical Survey,731,"NSW DMR, Discovery 2000, 1994-95, AREA A4, Koonenberry",8eafd305-5843-4d97-8d5f-9903a69b36b4
/g/data2/uc0/rr2_dev/rcb547/AWAGS_Levelled_Line_Databases/mag_database_reformat_adjusted/netcdf/GSNSW_P732MAG_E.nc,"CF-1.6,ACDD-1.3",Tesla Airborne Geoscience,1/06/1995,Tesla Airborne Geoscience,1/01/1995,VH-LDC,Plane,NSW Dept of Mineral Resources,24/11/2016 19:11,trajectory,732,GSNSW_P732MAG_E,-30.48231506,-32.01859284,point,degree_north,145.5138855,143.9806366,point,degree_east,178.2230072,40.87200165,up,point,m,Converted from Intrepid Database by program intrepid2netcdf.exe,"geophysics, airborne, magnetic, TMI",80 m,0 m,0 m,400 m,Airborne Geophysical Survey,732,"NSW DMR, Discovery 2000,  1994-95, AREA B, Darling Basin",11ec30f1-d6c7-4758-ac1a-b5fd5e432e58
